time_index,trained_segment_id,eval_segment_id,eval_segment_name,accuracy,task_aware_accuracy,forgetting,task_aware_forgetting
3,3,7,task294_storycommonsense_motiv_text_generation,,,,
3,3,8,task576_curiosity_dialogs_answer_generation,,,,
3,3,9,task1600_smcalflow_sentence_generation,,,,
3,3,10,task1500_dstc3_classification,,,,
3,3,11,task639_multi_woz_user_utterance_generation,,,,
3,3,12,task1729_personachat_generate_next,,,,
3,3,13,task1501_dstc3_answer_generation,,,,
3,3,14,task1713_convai3_sentence_generation,,,,
3,3,15,task766_craigslist_bargains_classification,,,,
3,3,16,task1603_smcalflow_sentence_generation,,,,
3,3,17,task1384_deal_or_no_dialog_classification,,,,
3,3,18,task573_air_dialogue_classification,,,,
4,4,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
4,4,1,task611_mutual_multi_turn_dialogue,0.19,0.19,0.12,0.12
4,4,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
4,4,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
4,4,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
4,4,5,task1590_diplomacy_text_generation,,,,
4,4,6,task1730_personachat_choose_next,,,,
4,4,7,task294_storycommonsense_motiv_text_generation,,,,
4,4,8,task576_curiosity_dialogs_answer_generation,,,,
4,4,9,task1600_smcalflow_sentence_generation,,,,
4,4,10,task1500_dstc3_classification,,,,
4,4,11,task639_multi_woz_user_utterance_generation,,,,
4,4,12,task1729_personachat_generate_next,,,,
4,4,13,task1501_dstc3_answer_generation,,,,
4,4,14,task1713_convai3_sentence_generation,,,,
4,4,15,task766_craigslist_bargains_classification,,,,
4,4,16,task1603_smcalflow_sentence_generation,,,,
4,4,17,task1384_deal_or_no_dialog_classification,,,,
4,4,18,task573_air_dialogue_classification,,,,
5,5,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
5,5,1,task611_mutual_multi_turn_dialogue,0.19,0.19,0.12,0.12
5,5,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
5,5,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
5,5,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
5,5,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
5,5,6,task1730_personachat_choose_next,,,,
5,5,7,task294_storycommonsense_motiv_text_generation,,,,
5,5,8,task576_curiosity_dialogs_answer_generation,,,,
5,5,9,task1600_smcalflow_sentence_generation,,,,
5,5,10,task1500_dstc3_classification,,,,
5,5,11,task639_multi_woz_user_utterance_generation,,,,
5,5,12,task1729_personachat_generate_next,,,,
5,5,13,task1501_dstc3_answer_generation,,,,
5,5,14,task1713_convai3_sentence_generation,,,,
5,5,15,task766_craigslist_bargains_classification,,,,
5,5,16,task1603_smcalflow_sentence_generation,,,,
5,5,17,task1384_deal_or_no_dialog_classification,,,,
5,5,18,task573_air_dialogue_classification,,,,
6,6,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
6,6,1,task611_mutual_multi_turn_dialogue,0.14,0.14,0.16999999999999998,0.16999999999999998
6,6,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
6,6,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
6,6,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
6,6,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
6,6,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
6,6,7,task294_storycommonsense_motiv_text_generation,,,,
6,6,8,task576_curiosity_dialogs_answer_generation,,,,
6,6,9,task1600_smcalflow_sentence_generation,,,,
6,6,10,task1500_dstc3_classification,,,,
6,6,11,task639_multi_woz_user_utterance_generation,,,,
6,6,12,task1729_personachat_generate_next,,,,
6,6,13,task1501_dstc3_answer_generation,,,,
6,6,14,task1713_convai3_sentence_generation,,,,
6,6,15,task766_craigslist_bargains_classification,,,,
6,6,16,task1603_smcalflow_sentence_generation,,,,
6,6,17,task1384_deal_or_no_dialog_classification,,,,
6,6,18,task573_air_dialogue_classification,,,,
7,7,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
7,7,1,task611_mutual_multi_turn_dialogue,0.08,0.08,0.22999999999999998,0.22999999999999998
7,7,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
7,7,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
7,7,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
7,7,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
7,7,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
7,7,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
7,7,8,task576_curiosity_dialogs_answer_generation,,,,
7,7,9,task1600_smcalflow_sentence_generation,,,,
7,7,10,task1500_dstc3_classification,,,,
7,7,11,task639_multi_woz_user_utterance_generation,,,,
7,7,12,task1729_personachat_generate_next,,,,
7,7,13,task1501_dstc3_answer_generation,,,,
7,7,14,task1713_convai3_sentence_generation,,,,
7,7,15,task766_craigslist_bargains_classification,,,,
7,7,16,task1603_smcalflow_sentence_generation,,,,
7,7,17,task1384_deal_or_no_dialog_classification,,,,
7,7,18,task573_air_dialogue_classification,,,,
8,8,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
8,8,1,task611_mutual_multi_turn_dialogue,0.14,0.14,0.16999999999999998,0.16999999999999998
8,8,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
8,8,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
8,8,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
8,8,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
8,8,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
8,8,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
8,8,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
8,8,9,task1600_smcalflow_sentence_generation,,,,
8,8,10,task1500_dstc3_classification,,,,
8,8,11,task639_multi_woz_user_utterance_generation,,,,
8,8,12,task1729_personachat_generate_next,,,,
8,8,13,task1501_dstc3_answer_generation,,,,
8,8,14,task1713_convai3_sentence_generation,,,,
8,8,15,task766_craigslist_bargains_classification,,,,
8,8,16,task1603_smcalflow_sentence_generation,,,,
8,8,17,task1384_deal_or_no_dialog_classification,,,,
8,8,18,task573_air_dialogue_classification,,,,
9,9,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
9,9,1,task611_mutual_multi_turn_dialogue,0.12,0.12,0.19,0.19
9,9,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
9,9,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
9,9,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
9,9,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
9,9,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
9,9,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
9,9,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
9,9,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
9,9,10,task1500_dstc3_classification,,,,
9,9,11,task639_multi_woz_user_utterance_generation,,,,
9,9,12,task1729_personachat_generate_next,,,,
9,9,13,task1501_dstc3_answer_generation,,,,
9,9,14,task1713_convai3_sentence_generation,,,,
9,9,15,task766_craigslist_bargains_classification,,,,
9,9,16,task1603_smcalflow_sentence_generation,,,,
9,9,17,task1384_deal_or_no_dialog_classification,,,,
9,9,18,task573_air_dialogue_classification,,,,
10,10,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
10,10,1,task611_mutual_multi_turn_dialogue,0.09,0.09,0.22,0.22
10,10,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
10,10,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
10,10,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
10,10,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
10,10,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
10,10,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
10,10,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
10,10,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
10,10,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
10,10,11,task639_multi_woz_user_utterance_generation,,,,
10,10,12,task1729_personachat_generate_next,,,,
10,10,13,task1501_dstc3_answer_generation,,,,
10,10,14,task1713_convai3_sentence_generation,,,,
10,10,15,task766_craigslist_bargains_classification,,,,
10,10,16,task1603_smcalflow_sentence_generation,,,,
10,10,17,task1384_deal_or_no_dialog_classification,,,,
10,10,18,task573_air_dialogue_classification,,,,
11,11,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
11,11,1,task611_mutual_multi_turn_dialogue,0.08,0.08,0.22999999999999998,0.22999999999999998
11,11,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
11,11,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
11,11,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
11,11,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
11,11,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
11,11,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
11,11,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
11,11,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
11,11,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
11,11,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
11,11,12,task1729_personachat_generate_next,,,,
11,11,13,task1501_dstc3_answer_generation,,,,
11,11,14,task1713_convai3_sentence_generation,,,,
11,11,15,task766_craigslist_bargains_classification,,,,
11,11,16,task1603_smcalflow_sentence_generation,,,,
11,11,17,task1384_deal_or_no_dialog_classification,,,,
11,11,18,task573_air_dialogue_classification,,,,
12,12,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
12,12,1,task611_mutual_multi_turn_dialogue,0.14,0.14,0.16999999999999998,0.16999999999999998
12,12,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
12,12,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
12,12,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
12,12,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
12,12,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
12,12,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
12,12,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
12,12,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
12,12,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
12,12,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
12,12,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
12,12,13,task1501_dstc3_answer_generation,,,,
12,12,14,task1713_convai3_sentence_generation,,,,
12,12,15,task766_craigslist_bargains_classification,,,,
12,12,16,task1603_smcalflow_sentence_generation,,,,
12,12,17,task1384_deal_or_no_dialog_classification,,,,
12,12,18,task573_air_dialogue_classification,,,,
13,13,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
13,13,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
13,13,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
13,13,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
13,13,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
13,13,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
13,13,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
13,13,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
13,13,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
13,13,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
13,13,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
13,13,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
13,13,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
13,13,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
13,13,14,task1713_convai3_sentence_generation,,,,
13,13,15,task766_craigslist_bargains_classification,,,,
13,13,16,task1603_smcalflow_sentence_generation,,,,
13,13,17,task1384_deal_or_no_dialog_classification,,,,
13,13,18,task573_air_dialogue_classification,,,,
14,14,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
14,14,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
14,14,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
14,14,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
14,14,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
14,14,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
14,14,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
14,14,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
14,14,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
14,14,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
14,14,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
14,14,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
14,14,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
14,14,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
14,14,14,task1713_convai3_sentence_generation,0.0,0.0,0.0,0.0
14,14,15,task766_craigslist_bargains_classification,,,,
14,14,16,task1603_smcalflow_sentence_generation,,,,
14,14,17,task1384_deal_or_no_dialog_classification,,,,
14,14,18,task573_air_dialogue_classification,,,,
15,15,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
15,15,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
15,15,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
15,15,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
15,15,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
15,15,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
15,15,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
15,15,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
15,15,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
15,15,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
15,15,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
15,15,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
15,15,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
15,15,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
15,15,14,task1713_convai3_sentence_generation,0.0,0.0,0.0,0.0
15,15,15,task766_craigslist_bargains_classification,0.0,0.0,0.0,0.0
15,15,16,task1603_smcalflow_sentence_generation,,,,
15,15,17,task1384_deal_or_no_dialog_classification,,,,
15,15,18,task573_air_dialogue_classification,,,,
16,16,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
16,16,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
16,16,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
16,16,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
16,16,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
16,16,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
16,16,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
16,16,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
16,16,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
16,16,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
16,16,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
16,16,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
16,16,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
16,16,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
16,16,14,task1713_convai3_sentence_generation,0.0,0.0,0.0,0.0
16,16,15,task766_craigslist_bargains_classification,0.0,0.0,0.0,0.0
16,16,16,task1603_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
16,16,17,task1384_deal_or_no_dialog_classification,,,,
16,16,18,task573_air_dialogue_classification,,,,
17,17,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
17,17,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
17,17,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
17,17,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
17,17,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
17,17,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
17,17,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
17,17,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
17,17,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
17,17,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
17,17,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
17,17,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
17,17,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
17,17,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
17,17,14,task1713_convai3_sentence_generation,0.0,0.0,0.0,0.0
17,17,15,task766_craigslist_bargains_classification,0.0,0.0,0.0,0.0
17,17,16,task1603_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
17,17,17,task1384_deal_or_no_dialog_classification,0.75,0.75,0.0,0.0
17,17,18,task573_air_dialogue_classification,,,,
18,18,0,task848_pubmedqa_classification,0.0,0.0,0.0,0.0
18,18,1,task611_mutual_multi_turn_dialogue,0.31,0.31,0.0,0.0
18,18,2,task565_circa_answer_generation,0.0,0.0,0.0,0.0
18,18,3,task1714_convai3_sentence_generation,0.0,0.0,0.0,0.0
18,18,4,task574_air_dialogue_sentence_generation,0.0,0.0,0.0,0.0
18,18,5,task1590_diplomacy_text_generation,0.0,0.0,0.0,0.0
18,18,6,task1730_personachat_choose_next,0.0,0.0,0.0,0.0
18,18,7,task294_storycommonsense_motiv_text_generation,0.0,0.0,0.0,0.0
18,18,8,task576_curiosity_dialogs_answer_generation,0.0,0.0,0.0,0.0
18,18,9,task1600_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
18,18,10,task1500_dstc3_classification,0.0,0.0,0.0,0.0
18,18,11,task639_multi_woz_user_utterance_generation,0.0,0.0,0.0,0.0
18,18,12,task1729_personachat_generate_next,0.0,0.0,0.0,0.0
18,18,13,task1501_dstc3_answer_generation,0.0,0.0,0.0,0.0
18,18,14,task1713_convai3_sentence_generation,0.0,0.0,0.0,0.0
18,18,15,task766_craigslist_bargains_classification,0.0,0.0,0.0,0.0
18,18,16,task1603_smcalflow_sentence_generation,0.0,0.0,0.0,0.0
18,18,17,task1384_deal_or_no_dialog_classification,0.75,0.75,0.0,0.0
18,18,18,task573_air_dialogue_classification,0.0,0.0,0.0,0.0
